#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-04-29T19:05:24 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5ae6170c1272	
#INFO	-out.max=unlimited	
#INFO	queryParameters=24	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:I/345&tab:{I/345/gaia2}&key:source=I/345/gaia2&HTTPPRM:&
#-c=VFTS 682
#-c.eq=J2000
#-c.r= 10
#-c.u=arcmin
#-c.geom=b
#-source=I/345/gaia2
#-order=I
#-out.orig=standard
#-out=DR2Name
#-out=RA_ICRS
#-out=e_RA_ICRS
#-out=DE_ICRS
#-out=e_DE_ICRS
#-out=Plx
#-out=e_Plx
#-out=pmRA
#-out=e_pmRA
#-out=pmDE
#-out=e_pmDE
#-out=RV
#-out=e_RV
#
#INFO	-c=084.731358-69.074089,bm=10.000000/10.	
#

#RESOURCE=yCat_1345
#Name: I/345
#Title: Gaia DR2 (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	I_345_gaia2:
#Name: I/345/gaia2
#Title: GaiaSource DR2 data
#Column	DR2Name	(a28)	Unique source designation (unique across all Data Releases) (Gaia DR2 NNNNNNNNNNNNNNNNNNN) (designation) (1)	[ucd=meta.id]
#Column	RA_ICRS	(F15.11)	Barycentric right ascension (ICRS) at Ep=2015.5 (ra)	[ucd=pos.eq.ra;meta.main]
#Column	e_RA_ICRS	(F7.4)	Standard error of right ascension (e_RA*cosDE) (ra_error)	[ucd=stat.error;pos.eq.ra]
#Column	DE_ICRS	(F15.11)	Barycentric declination (ICRS) at Ep=2015.5 (dec)	[ucd=pos.eq.dec;meta.main]
#Column	e_DE_ICRS	(F7.4)	Standard error of declination (dec_error)	[ucd=stat.error;pos.eq.dec]
#Column	Plx	(F10.4)	? Absolute stellar parallax (parallax)	[ucd=pos.parallax]
#Column	e_Plx	(F7.4)	? Standard error of parallax (parallax_error)	[ucd=stat.error;pos.parallax]
#Column	pmRA	(F9.3)	? Proper motion in right ascension direction (pmRA*cosDE) (pmra) (3)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F6.3)	? Standard error of proper motion in right ascension direction (pmra_error)	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F9.3)	? Proper motion in declination direction (pmdec) (4)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F6.3)	? Standard error of proper motion in declination direction (pmdec_error)	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	RV	(F7.2)	? Spectroscopic radial velocity in the solar barycentric reference frame (radial_velocity)	[ucd=spect.dopplerVeloc.opt;pos.barycenter]
#Column	e_RV	(F5.2)	? Radial velocity error (radial_velocity_error) (30)	[ucd=stat.error;spect.dopplerVeloc.opt;pos.barycenter]
DR2Name|RA_ICRS|e_RA_ICRS|DE_ICRS|e_DE_ICRS|Plx|e_Plx|pmRA|e_pmRA|pmDE|e_pmDE|RV|e_RV|deg|mas|deg|mas|mas|mas|mas/yr|mas/yr|mas/yr|mas/yr|km/s|km/s
#----------------------------|---------------|-------|---------------|-------|----------|-------|---------|------|---------|------|-------|-----
Gaia DR2 4657682163255225856|084.91040107198| 0.3226|-69.15700516604| 0.3731|   -0.5554| 0.3388|    1.190| 0.715|    1.260| 0.796|       |
Gaia DR2 4657682270633430144|084.85364643407| 3.3082|-69.13207595276| 2.6525|          |       |         |      |         |      |       |
Gaia DR2 4657682300728941056|084.93912792538| 0.2083|-69.13022341194| 0.2395|    0.1124| 0.2189|    1.551| 0.417|    1.004| 0.483|       |
Gaia DR2 4657682408072231040|084.87415684685| 0.8566|-69.10317012311| 0.7943|    1.3463| 0.7482|    2.059| 1.826|    1.135| 1.599|       |
Gaia DR2 4657682403783853056|084.88390806222| 0.8690|-69.10531354732| 0.7733|   -1.4763| 0.7379|    1.789| 1.880|    0.631| 1.630|       |
Gaia DR2 4657682335034324480|084.93954983976| 0.3212|-69.12378508782| 0.3626|   -0.3708| 0.3399|   -0.353| 0.648|    0.361| 0.754|       |
Gaia DR2 4657682335088677120|084.92698137988| 0.7232|-69.11755133933| 0.7322|   -1.3388| 0.6872|    1.821| 1.557|    1.207| 1.576|       |
Gaia DR2 4657682305012987392|084.94306443264| 0.0729|-69.13655656371| 0.0902|   -0.0868| 0.0831|    1.703| 0.144|    0.703| 0.166|       |
Gaia DR2 4657682369448408192|084.89553586347| 0.3325|-69.12142919449| 0.3763|   -0.2202| 0.3500|    1.717| 0.671|   -0.212| 0.813|       |
Gaia DR2 4657682339372711424|084.91112240960| 0.3850|-69.12054621604| 0.4413|    0.1034| 0.4132|    3.457| 0.773|    0.064| 0.951|       |
Gaia DR2 4657682300694173056|084.90831382474| 0.5243|-69.12653853743| 0.5072|   -0.0063| 0.4647|   -0.487| 1.142|    1.360| 1.077|       |
Gaia DR2 4657682408092525312|084.86027364772| 2.5059|-69.10820489488| 1.5729|          |       |         |      |         |      |       |
Gaia DR2 4657682305012988928|084.94455441021| 0.6423|-69.13950024993| 0.7479|    2.1331| 0.6496|    5.024| 1.316|    2.444| 1.443|       |
Gaia DR2 4657682408072227584|084.89175001826| 1.3491|-69.10741209089| 1.2078|   -1.4638| 1.2285|    2.207| 2.792|    2.955| 2.610|       |
Gaia DR2 4657682408071677056|084.87910642118| 0.2185|-69.11063224292| 0.2392|    0.2904| 0.2319|    2.278| 0.412|    0.318| 0.464|       |
Gaia DR2 4657682408092533120|084.86211254155|23.9540|-69.10136232538|11.7089|          |       |         |      |         |      |       |
Gaia DR2 4657682373711941376|084.86909733653| 0.3152|-69.12465194048| 0.3908|    0.0651| 0.3607|    0.313| 0.631|   -0.534| 0.834|       |
Gaia DR2 4657682300694263808|084.93686206054| 0.4460|-69.13847045365| 0.4659|    0.5164| 0.4210|    0.561| 0.943|    1.291| 0.974|       |
Gaia DR2 4657682304992810624|084.94075799964| 1.2272|-69.13702601878| 1.5760|   -1.4141| 1.2061|    5.236| 2.471|   -3.602| 3.634|       |
Gaia DR2 4657682369392149248|084.89346917466| 2.0844|-69.12161786461| 2.2094|          |       |         |      |         |      |       |
Gaia DR2 4657682339372856960|084.94613775378| 0.5301|-69.12053779194| 0.5622|    0.2157| 0.5153|    2.742| 1.106|   -1.892| 1.215|       |
Gaia DR2 4657682373712286336|084.85418716824| 0.8081|-69.11574866936| 0.8179|    0.4717| 0.7415|   -0.311| 1.754|   -3.586| 1.777|       |
Gaia DR2 4657682373732434560|084.88052915170| 0.2146|-69.11645732452| 0.2471|   -0.3340| 0.2282|    2.553| 0.430|    0.263| 0.499|       |
Gaia DR2 4657682408072024064|084.85710874857| 0.8456|-69.10873375455| 0.7526|    0.6775| 0.7750|   -0.180| 1.877|   -2.671| 1.839|       |
Gaia DR2 4657682408072439808|084.89641765754|14.2297|-69.11177977680|11.9952|          |       |         |      |         |      |       |
Gaia DR2 4657682369413534592|084.87054803097| 0.7259|-69.11994042538| 0.8326|    0.3181| 0.7197|    0.969| 1.659|   -0.950| 1.883|       |
Gaia DR2 4657682408072234624|084.85635053483| 2.2166|-69.10746825439| 1.9698|          |       |         |      |         |      |       |
Gaia DR2 4657682408092173824|084.88945026373| 0.2460|-69.11058189936| 0.2601|    0.1628| 0.2559|    1.845| 0.474|    1.723| 0.530|       |
Gaia DR2 4657682373712495616|084.85788378358| 1.0070|-69.11753924452| 0.9175|   -0.9152| 0.9165|    7.794| 2.389|    2.993| 2.418|       |
Gaia DR2 4657682373732440192|084.88833730390| 0.3128|-69.12380689446| 0.3731|    0.4531| 0.3485|    2.371| 0.618|    2.443| 0.732|       |
Gaia DR2 4657682369413611008|084.89568148558| 0.1018|-69.12222568112| 0.1205|    0.0718| 0.1111|    1.816| 0.201|    0.293| 0.232|       |
Gaia DR2 4657682408092177024|084.89747872556| 0.6456|-69.11152922742| 0.6449|    0.3504| 0.6770|    0.987| 1.245|    1.109| 1.544|       |
Gaia DR2 4657682403773348352|084.89541299270| 0.3838|-69.11037877255| 0.4112|   -0.0430| 0.3997|    1.618| 0.735|   -0.652| 0.822|       |
Gaia DR2 4657682369448440832|084.87343765558| 1.0528|-69.11538037288| 0.9175|   -0.9391| 0.8690|   -1.594| 2.163|    0.478| 1.920|       |
Gaia DR2 4657682335053958656|084.92427453925| 0.2411|-69.12062058084| 0.2741|   -0.1188| 0.2590|    2.768| 0.492|    0.223| 0.592|       |
Gaia DR2 4657682335034327680|084.90811246595| 0.2298|-69.11387040602| 0.2458|   -0.1817| 0.2383|    1.585| 0.443|    1.256| 0.499|       |
Gaia DR2 4657682408092481024|084.87887388957| 1.6550|-69.10889639699| 1.5088|          |       |         |      |         |      |       |
Gaia DR2 4657682403753804672|084.89601541669| 0.3561|-69.11267234896| 0.3755|   -0.0603| 0.3695|    2.254| 0.686|    2.202| 0.764|       |
Gaia DR2 4657682373732743040|084.86335250399| 1.1438|-69.12272663529| 1.0323|   -0.8947| 1.0321|   -0.810| 2.340|    9.174| 2.380|       |
Gaia DR2 4657682408092480512|084.88959558380| 0.9955|-69.11110775779| 0.7770|    3.9560| 0.7946|   -4.739| 2.837|    0.018| 1.838|       |
Gaia DR2 4657682335053931264|084.91584653943| 0.2256|-69.11604885338| 0.2657|   -0.0241| 0.2432|    2.440| 0.453|    7.106| 0.526|       |
Gaia DR2 4657682335088672256|084.90489947924| 1.1037|-69.11133972258| 0.9307|    0.3063| 1.0098|    1.706| 2.752|    2.014| 2.281|       |
Gaia DR2 4657682305013264384|084.91068830847| 1.2860|-69.12971424119| 1.2140|    2.6128| 1.2100|    2.613| 2.916|    2.669| 3.534|       |
Gaia DR2 4657682373711948544|084.87690705988| 0.8190|-69.12651634800| 0.8203|   -1.2777| 0.7005|   -0.970| 1.715|   -2.390| 1.544|       |
Gaia DR2 4657682339352891648|084.90246035735|17.0233|-69.11734488869|11.1051|          |       |         |      |         |      |       |
Gaia DR2 4657682403808146816|084.89672824825| 0.7542|-69.11851822168| 0.6862|    0.4705| 0.6750|    5.724| 1.707|    2.081| 1.546|       |
Gaia DR2 4657682339352218752|084.90242003745| 0.7128|-69.11636998363| 0.6584|   -0.1249| 0.6765|    3.613| 1.521|   -1.845| 1.267|       |
Gaia DR2 4657682369448462464|084.89024974347| 0.7858|-69.12258609012| 0.7291|    0.2717| 0.6448|   -1.838| 1.793|   -4.471| 1.552|       |
Gaia DR2 4657682373732743680|084.85689672913| 1.2753|-69.11607665032| 1.2686|    1.2886| 1.2416|    6.951| 2.589|    2.410| 3.872|       |
Gaia DR2 4657682403773293952|084.87828242334| 0.3637|-69.11188660984| 0.4111|    0.9709| 0.3859|    7.378| 0.715|    0.222| 0.821|       |
Gaia DR2 4657682369413545344|084.87435614414| 0.4387|-69.11952965227| 0.4669|    0.3470| 0.4351|    1.022| 0.943|    6.826| 1.020|       |
Gaia DR2 4657682403773300096|084.88210452826| 0.2516|-69.11408225548| 0.2939|   -0.1532| 0.2697|    2.118| 0.511|    1.739| 0.616|       |
Gaia DR2 4657682339352231424|084.91970017638| 0.2113|-69.11679752419| 0.2447|   -0.2386| 0.2240|    0.951| 0.430|    1.312| 0.498|       |
Gaia DR2 4657682305013263744|084.91701984631| 1.2981|-69.12916562978| 1.1034|    0.9435| 1.0706|    5.030| 3.101|   -0.033| 2.558|       |
Gaia DR2 4657682408092332416|084.89918643915| 0.0516|-69.11893043654| 0.0550|    0.0075| 0.0529|    1.802| 0.098|    0.641| 0.101|       |
Gaia DR2 4657682403808140288|084.86390782490| 0.8355|-69.11060742039| 0.8343|   -0.0120| 0.7808|    4.569| 1.652|    1.367| 1.557|       |
Gaia DR2 4657682339352225024|084.91556382787| 0.6517|-69.11271488085| 0.6247|    0.5004| 0.6447|   -0.774| 1.311|   -0.856| 1.379|       |
Gaia DR2 4657682369448456960|084.87296603109| 3.3050|-69.11610687869| 2.3039|          |       |         |      |         |      |       |
Gaia DR2 4657682403783817600|084.85652012728| 0.3100|-69.10530186384| 0.3266|    0.3121| 0.3299|    2.223| 0.582|    0.049| 0.693|       |
Gaia DR2 4657682339352958336|084.90325116711| 8.0223|-69.11963184973| 4.6984|          |       |         |      |         |      |       |
Gaia DR2 4657682369448459264|084.87825225899| 1.8529|-69.12523855067| 1.4714|          |       |         |      |         |      |       |
Gaia DR2 4657682369448548224|084.89271000024| 1.6583|-69.12329632369| 2.6466|          |       |         |      |         |      |       |
Gaia DR2 4657682408092172160|084.88538168633| 0.1147|-69.10936778465| 0.1253|   -0.2285| 0.1218|    1.910| 0.218|    1.032| 0.243|       |
Gaia DR2 4657682369448459136|084.87749011596| 3.6303|-69.11557282843| 4.0265|          |       |         |      |         |      |       |
Gaia DR2 4657682369392470656|084.89330472351| 0.1802|-69.11895763370| 0.2080|    0.2207| 0.1922|    1.640| 0.363|    0.157| 0.421|       |
Gaia DR2 4657682408092161664|084.86400176636| 0.2319|-69.10563862625| 0.2566|    0.0293| 0.2451|    1.688| 0.446|    0.047| 0.505|       |
Gaia DR2 4657682369448458368|084.87643204938| 1.0624|-69.12484632457| 0.9962|    0.5331| 0.9417|   -0.124| 2.384|   -5.034| 2.293|       |
Gaia DR2 4657682403808199040|084.88187168744| 0.7604|-69.11575655030| 0.7872|   -0.4463| 0.7737|   -1.116| 1.557|   -0.152| 1.604|       |
Gaia DR2 4657682335053946752|084.91718435450| 1.4338|-69.11476707778| 1.2716|   -0.2257| 1.1276|   -1.847| 3.350|    1.105| 2.577|       |
Gaia DR2 4657682373712551552|084.88599542285| 1.0591|-69.12771702958| 0.8455|   -0.1714| 0.8896|    1.054| 2.401|    1.922| 2.052|       |
Gaia DR2 4657682408092160000|084.86471960021| 0.7488|-69.10063876029| 0.7928|   -1.9859| 0.8033|    0.683| 1.481|    5.785| 1.711|       |
Gaia DR2 4657682403760521088|084.86077946161| 0.0407|-69.10130948572| 0.0443|    0.7869| 0.0409|    4.608| 0.078|    7.325| 0.082|       |
Gaia DR2 4657685324361575552|084.85397444375| 7.2389|-69.11474066737|21.1363|          |       |         |      |         |      |       |
Gaia DR2 4657682403773351424|084.89581807266| 0.5904|-69.10817851672| 0.6243|   -1.2566| 0.6172|    2.250| 1.140|    3.553| 1.335|       |
Gaia DR2 4657682339352464000|084.94700158498| 2.8627|-69.12055260664| 2.3237|          |       |         |      |         |      |       |
Gaia DR2 4657682408072287744|084.88135189699| 2.0130|-69.10459876854| 1.5804|    0.2432| 1.4835|   -3.601| 4.790|    5.274| 3.185|       |
Gaia DR2 4657682403808194304|084.87046031553| 1.0061|-69.10262091359| 0.8715|   -0.8085| 0.8604|    0.914| 2.117|    4.321| 1.834|       |
Gaia DR2 4657682403773349888|084.89572762940| 1.1216|-69.11681991801| 0.9482|    1.1054| 0.9227|   -0.710| 2.609|   -7.241| 2.304|       |
Gaia DR2 4657682403808203392|084.89905115227| 1.3078|-69.11591163938| 1.1098|   -2.4923| 1.1009|   -1.501| 3.091|    7.094| 2.724|       |
Gaia DR2 4657682403808192512|084.86539333953| 6.9071|-69.10462982075| 6.9160|          |       |         |      |         |      |       |
Gaia DR2 4657682369448454400|084.86628865151| 0.5891|-69.11516834973| 0.5953|   -0.8840| 0.5498|    0.396| 1.293|    2.601| 1.305|       |
Gaia DR2 4657682408092156416|084.85727482203| 0.2499|-69.09751316536| 0.2825|    0.1704| 0.2529|    2.453| 0.503|   -0.155| 0.583|       |
Gaia DR2 4657682335088727296|084.90178051376| 4.4819|-69.11833905574| 3.2073|          |       |         |      |         |      |       |
Gaia DR2 4657682335088727808|084.90503050306| 0.8107|-69.11023620456| 0.6862|    0.5524| 0.6943|    5.162| 1.809|    0.244| 1.545|       |
Gaia DR2 4657682304992495104|084.90900005296| 4.7646|-69.13150522402| 3.2109|          |       |         |      |         |      |       |
Gaia DR2 4657682335088834688|084.94319102948| 3.6040|-69.13064343367| 2.4767|          |       |         |      |         |      |       |
Gaia DR2 4657682369448545536|084.88644331136| 1.9585|-69.12192870131| 1.8821|    0.0834| 1.8463|    1.820| 4.216|    3.925| 4.057|       |
Gaia DR2 4657682403808192896|084.86656592055| 1.4868|-69.11050879603| 1.4027|   -1.5129| 1.3605|   -0.330| 2.740|    2.754| 2.686|       |
Gaia DR2 4657682335088729984|084.91305106731| 0.9861|-69.11972984278| 0.8913|   -0.0853| 0.8144|    1.189| 2.332|    2.157| 2.065|       |
Gaia DR2 4657682335088729216|084.90991413019| 2.7145|-69.11793699877| 2.4512|          |       |         |      |         |      |       |
Gaia DR2 4657682369448387712|084.88497186151| 0.3592|-69.11846953435| 0.4214|   -0.5022| 0.3956|    1.354| 0.722|    2.084| 0.876|       |
Gaia DR2 4657682403808204416|084.90184183119| 2.6047|-69.11208644762| 2.4492|          |       |         |      |         |      |       |
Gaia DR2 4657682403808125952|084.88084685191| 0.2926|-69.11052691589| 0.3177|    0.3049| 0.3128|    1.727| 0.545|    2.171| 0.608|       |
Gaia DR2 4657682403808126336|084.88730891098| 0.3919|-69.10945805507| 0.4198|    0.4648| 0.4090|    2.345| 0.748|    0.066| 0.845|       |
Gaia DR2 4657682369448387200|084.87152262886| 0.2121|-69.12527331830| 0.2488|   -0.1702| 0.2287|    1.239| 0.428|    0.858| 0.514|       |
Gaia DR2 4657682369448387072|084.87132460226| 0.2427|-69.12430282508| 0.2864|    0.1710| 0.2689|    2.451| 0.478|    0.421| 0.569|       |
Gaia DR2 4657682335088728960|084.90832569078| 0.7816|-69.12019684277| 0.7362|   -1.2879| 0.6803|   -2.164| 1.805|    1.964| 1.679|       |
Gaia DR2 4657682408092160384|084.85817299754| 0.0476|-69.10808942636| 0.0550|   -0.0307| 0.0541|    1.439| 0.089|    0.675| 0.107|       |
Gaia DR2 4657682300728990464|084.90849090509| 0.6882|-69.12569874263| 0.6938|   -1.4333| 0.6686|   -0.690| 1.494|    2.161| 1.584|       |
Gaia DR2 4657682335088728192|084.90598573717| 2.7424|-69.11425921942| 1.4349|          |       |         |      |         |      |       |
Gaia DR2 4657682403808125056|084.85925513582| 0.2312|-69.10860505639| 0.2723|   -0.2156| 0.2638|    1.888| 0.433|    0.461| 0.514|       |
Gaia DR2 4657682304993074944|084.90949222099| 1.7817|-69.13335741320| 1.5073|   -2.3275| 1.4007|    3.114| 4.064|    1.129| 3.066|       |
Gaia DR2 4657682300728990080|084.90708002322| 1.0368|-69.13325526717| 0.9585|   -0.8417| 0.9104|   -0.208| 2.422|    1.092| 2.379|       |
Gaia DR2 4657682335088728320|084.90605596281| 2.4018|-69.12143657351| 2.3343|          |       |         |      |         |      |       |
Gaia DR2 4657682335054025344|084.94381975676| 0.5025|-69.12472466513| 0.5681|    0.2917| 0.5338|    3.328| 1.005|   -1.841| 1.243|       |
Gaia DR2 4657682408092168320|084.87611948658| 0.0333|-69.11008463335| 0.0361|    0.7935| 0.0356|    1.661| 0.062|    9.625| 0.066|       |
Gaia DR2 4657682369448461568|084.88639237220| 1.8521|-69.12693652305| 1.4591|   -2.8587| 1.6397|    0.019| 4.315|    3.965| 3.704|       |
Gaia DR2 4657682369448453888|084.86343324822| 0.6947|-69.11534539738| 0.6911|   -1.4723| 0.6550|    0.046| 1.506|    2.610| 1.583|       |
Gaia DR2 4657682335034325120|084.94456298904| 0.2309|-69.12164395608| 0.2739|   -0.3128| 0.2500|    1.702| 0.463|    1.812| 0.578|       |
Gaia DR2 4657682369448464128|084.89593138786| 1.1050|-69.12841399804| 1.0484|    0.4072| 0.9330|    3.075| 2.539|   -0.053| 2.259|       |
Gaia DR2 4657682339372706816|084.91200688152| 0.0856|-69.11205449854| 0.0930|   -0.0527| 0.0914|    2.044| 0.160|    0.364| 0.176|       |
Gaia DR2 4657682403808201984|084.89450595528| 1.2033|-69.11522094185| 0.9669|   -1.3703| 0.8831|   -0.894| 3.077|    9.171| 2.112|       |
Gaia DR2 4657682128895609344|084.94641865822| 3.4979|-69.13140435382| 3.0290|          |       |         |      |         |      |       |
Gaia DR2 4657682369448463104|084.89182912756| 1.4364|-69.12001106545| 1.1466|   -0.3437| 1.1814|   -3.776| 3.583|   -8.079| 3.672|       |
Gaia DR2 4657682403760522624|084.90146556463| 0.3290|-69.10935376172| 0.3606|   -0.5121| 0.3397|    2.752| 0.649|    1.051| 0.694|       |
Gaia DR2 4657682335088735872|084.94053424261| 0.9406|-69.12742405775| 0.8648|    0.0806| 0.7926|    3.168| 2.075|   -2.076| 1.855|       |
Gaia DR2 4657682373732422912|084.85377346835| 0.3703|-69.11410434275| 0.4986|    0.4207| 0.4336|    4.580| 0.747|    2.245| 0.950|       |
Gaia DR2 4657682403808141184|084.86720552267| 0.8131|-69.11172211118| 0.7935|    0.1725| 0.7402|    4.956| 1.741|    2.137| 1.581|       |
Gaia DR2 4657682369400782976|084.87053861800| 0.0889|-69.11576221061| 0.1052|    0.0052| 0.0985|    1.789| 0.173|    0.565| 0.199|       |
Gaia DR2 4657682369448402048|084.86478445912| 0.2985|-69.11222083084| 0.3594|    0.1130| 0.3283|    2.748| 0.598|    0.333| 0.734|       |
Gaia DR2 4657682403808140672|084.86516821206| 0.7299|-69.10517648931| 0.7208|    0.2722| 0.6182|    2.832| 1.520|    3.646| 1.451|       |
Gaia DR2 4657682403783834496|084.87299220172| 1.0039|-69.11208265308| 0.8174|    1.2055| 0.8252|    4.481| 2.679|   -1.749| 1.862|       |
Gaia DR2 4657682408092161792|084.86849050467| 0.1185|-69.10189099281| 0.1299|    0.0875| 0.1221|    1.753| 0.229|    0.628| 0.244|       |
Gaia DR2 4657682403808139648|084.86183359064| 0.7701|-69.10323194152| 0.7566|    0.5200| 0.7485|   -0.749| 1.517|   -1.656| 1.540|       |
Gaia DR2 4657682304992502144|084.92355451125| 1.3971|-69.13398262907| 1.9742|          |       |         |      |         |      |       |
Gaia DR2 4657682300694222208|084.92498579439| 0.2187|-69.13688835645| 0.2569|   -0.4405| 0.2315|    1.708| 0.439|    1.278| 0.516|       |
Gaia DR2 4657682373732428544|084.86917160790| 0.1971|-69.11406645644| 0.2301|    0.0286| 0.2099|    2.162| 0.400|    0.766| 0.462|       |
Gaia DR2 4657682403773282304|084.87509214609| 0.7001|-69.11414383939| 0.8336|   -0.9500| 0.6975|   -1.158| 1.423|   -2.196| 1.560|       |
Gaia DR2 4657682300728998016|084.94481383248| 0.8531|-69.13856242642| 0.7912|   -0.9380| 0.6896|   -1.454| 1.920|   -1.599| 1.801|       |
Gaia DR2 4657682335088736512|084.94529954654| 0.6409|-69.12718531724| 0.6932|    0.0522| 0.6495|    3.161| 1.313|    0.251| 1.498|       |
Gaia DR2 4657682403783831296|084.86929210150| 0.5649|-69.10652045189| 0.6605|   -0.0487| 0.6489|    7.220| 1.021|   11.925| 1.144|       |
Gaia DR2 4657682300728993664|084.92185059489| 2.0351|-69.13136535201| 1.7447|          |       |         |      |         |      |       |
Gaia DR2 4657682335088730624|084.91664452019|23.8548|-69.11654559537|12.6739|          |       |         |      |         |      |       |
Gaia DR2 4657682300729088384|084.92543337457| 4.9521|-69.13339922685| 2.5791|          |       |         |      |         |      |       |
Gaia DR2 4657682408092331136|084.87463599202| 0.7102|-69.11392572235| 0.8099|   -1.1678| 0.7111|    0.912| 1.461|    3.566| 1.561|       |
Gaia DR2 4657682300728932224|084.89870458505| 0.5158|-69.13211600315| 0.5560|   -0.4770| 0.5534|   -0.625| 1.003|   -1.201| 1.219|       |
Gaia DR2 4657682373732592640|084.86600952002| 0.5516|-69.12230352988| 0.5923|   -0.7300| 0.5462|   -0.197| 1.152|    0.294| 1.316|       |
Gaia DR2 4657682335088733312|084.92809863526| 1.6853|-69.11576509775| 1.5797|    2.3656| 1.3245|    3.570| 3.331|    2.713| 3.291|       |
Gaia DR2 4657682369448407552|084.89436230890| 0.5932|-69.13066742510| 0.6026|   -0.7375| 0.5761|   -1.270| 1.273|    0.717| 1.352|       |
Gaia DR2 4657682403808146176|084.89422456438| 1.0728|-69.11831985313| 0.9502|   -1.3386| 0.9448|    1.011| 2.533|    5.950| 2.181|       |
Gaia DR2 4657682335088732160|084.92267618422| 1.4177|-69.12222128237| 1.3316|    1.5045| 1.2926|    3.459| 3.176|    1.247| 2.952|       |
Gaia DR2 4657682300728932608|084.89956934917| 0.5851|-69.13246949190| 0.7042|    2.0167| 0.6559|    2.033| 1.133|   -0.428| 1.366|       |
Gaia DR2 4657682373712700672|084.85396535981| 5.0734|-69.12024371511| 2.7086|          |       |         |      |         |      |       |
Gaia DR2 4657682373711953792|084.88823147869| 0.9887|-69.12415848672| 0.6044|   -0.2592| 0.7349|    7.893| 3.001|    1.319| 1.300|       |
Gaia DR2 4657682339352889600|084.92824509704| 5.6925|-69.12186021244| 3.1745|          |       |         |      |         |      |       |
Gaia DR2 4657682403808141952|084.86933717360| 0.9541|-69.10509491037| 0.9572|   -0.4175| 0.8792|    3.745| 1.958|    0.209| 1.816|       |
Gaia DR2 4657682300694273152|084.93997597564| 0.5191|-69.14182753912| 0.5660|   -0.3028| 0.5329|    0.529| 1.080|    3.134| 1.276|       |
Gaia DR2 4657682304993163008|084.93503925641| 2.3398|-69.14053002100| 2.0470|          |       |         |      |         |      |       |
Gaia DR2 4657682369448403200|084.86883686232| 0.2809|-69.11367395237| 0.3276|    0.3278| 0.2859|    1.475| 0.584|    1.755| 0.682|       |
Gaia DR2 4657682403808145280|084.88875979092| 1.0957|-69.11014018963| 0.8573|          |       |         |      |         |      |       |
Gaia DR2 4657682369448405888|084.88166988993| 0.3709|-69.11758960623| 0.4126|    0.3278| 0.3890|    3.461| 0.781|   -0.084| 0.845|       |
Gaia DR2 4657682373732763776|084.87683151542| 1.0909|-69.11605727110| 1.0172|   -0.2390| 0.9356|   -1.917| 2.651|   -1.354| 2.226|       |
Gaia DR2 4657682369448462336|084.88966795354| 0.7507|-69.12339908480| 0.7010|   -0.1597| 0.6518|    0.281| 1.723|    3.002| 1.578|       |
Gaia DR2 4657682373732763904|084.87770097681| 2.2226|-69.11940852437| 1.8308|          |       |         |      |         |      |       |
Gaia DR2 4657682335032411392|084.91842305706| 0.1517|-69.11863098004| 0.1760|   -0.3404| 0.1632|    1.420| 0.302|    0.990| 0.349|       |
Gaia DR2 4657682304992511872|084.94175525649| 0.1662|-69.13577403847| 0.1937|    0.1783| 0.1793|    2.232| 0.332|    0.941| 0.382|       |
Gaia DR2 4657682300694225792|084.92613133473| 0.3076|-69.13889644212| 0.3543|   -0.3630| 0.3266|    2.356| 0.626|    1.189| 0.742|       |
Gaia DR2 4657682403783842432|084.87758156991| 0.4797|-69.10694117613| 0.5156|   -0.3610| 0.4926|    2.734| 0.901|    0.568| 0.932|       |
