#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-05-01T11:24:37 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5ae6c6f14a55	
#INFO	-out.form=mini	
#INFO	-out.max=9999	
#INFO	queryParameters=24	
#-oc.form=dec
#-nav=cat:I/345&tab:{I/345/gaia2}&key:source=I/345/gaia2&pos:VFTS 682( 10 arcmin J2000)&HTTPPRM:&&-ref=VIZ5ae6c6f14a55&-oc.form=dec&-c.r=25&-c.geom=b&-order=I&-out.orig=standard&-out=designation&-out=ra&-out=ra_error&-out=dec&-out=dec_error&-out=parallax&-out=parallax_error&-out=pmra&-out=pmra_error&-out=pmdec&-out=pmdec_error&-out=radial_velocity&-out=radial_velocity_error&-file=-c&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.max=unlimited&-out.form=| -Separated-Values&-c.eq=J2000&-c.u=arcsec&
#-out.add=_1
#-c.r=0
#-c.geom=b
#-source=I/345/gaia2
#-order=I
#-out.orig=standard
#-out=DR2Name
#-out=RA_ICRS
#-out=e_RA_ICRS
#-out=DE_ICRS
#-out=e_DE_ICRS
#-out=Plx
#-out=e_Plx
#-out=pmRA
#-out=e_pmRA
#-out=pmDE
#-out=e_pmDE
#-out=RV
#-out=e_RV
#-out.max=9999
#-c.eq=J2000
#-c.u=arcsec
#

#RESOURCE=yCat_1345
#Name: I/345
#Title: Gaia DR2 (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	I_345_gaia2:
#Name: I/345/gaia2
#Title: GaiaSource DR2 data
#Column	_1	(A24)	The original question (from your input file)	[ucd=meta.id]
#Column	DR2Name	(a28)	Unique source designation (unique across all Data Releases) (Gaia DR2 NNNNNNNNNNNNNNNNNNN) (designation) (1)	[ucd=meta.id]
#Column	RA_ICRS	(F15.11)	Barycentric right ascension (ICRS) at Ep=2015.5 (ra)	[ucd=pos.eq.ra;meta.main]
#Column	e_RA_ICRS	(F7.4)	Standard error of right ascension (e_RA*cosDE) (ra_error)	[ucd=stat.error;pos.eq.ra]
#Column	DE_ICRS	(F15.11)	Barycentric declination (ICRS) at Ep=2015.5 (dec)	[ucd=pos.eq.dec;meta.main]
#Column	e_DE_ICRS	(F7.4)	Standard error of declination (dec_error)	[ucd=stat.error;pos.eq.dec]
#Column	Plx	(F10.4)	? Absolute stellar parallax (parallax)	[ucd=pos.parallax]
#Column	e_Plx	(F7.4)	? Standard error of parallax (parallax_error)	[ucd=stat.error;pos.parallax]
#Column	pmRA	(F9.3)	? Proper motion in right ascension direction (pmRA*cosDE) (pmra) (3)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F6.3)	? Standard error of proper motion in right ascension direction (pmra_error)	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F9.3)	? Proper motion in declination direction (pmdec) (4)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F6.3)	? Standard error of proper motion in declination direction (pmdec_error)	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	RV	(F7.2)	? Spectroscopic radial velocity in the solar barycentric reference frame (radial_velocity)	[ucd=spect.dopplerVeloc.opt;pos.barycenter]
#Column	e_RV	(F5.2)	? Radial velocity error (radial_velocity_error) (30)	[ucd=stat.error;spect.dopplerVeloc.opt;pos.barycenter]
_1|DR2Name|RA_ICRS|e_RA_ICRS|DE_ICRS|e_DE_ICRS|Plx|e_Plx|pmRA|e_pmRA|pmDE|e_pmDE|RV|e_RV
                        |Gaia DR2 4038916468421392384|270.59211441236| 1.0708|-35.87471775380| 0.8903|   -0.6638| 1.3467|   -2.775| 2.044|   -6.828| 1.679|       |
                        |Gaia DR2 4038916464098542464|270.59083180437| 0.0474|-35.87503576095| 0.0444|    0.4511| 0.0505|   -0.503| 0.090|   -3.733| 0.078|       |
                        |Gaia DR2 4038916468421395840|270.59162217943| 0.1775|-35.87493587009| 0.1677|    0.5029| 0.1908|    3.522| 0.330|    2.376| 0.289|       |
                        |Gaia DR2 4038916468421410176|270.59130590373| 0.3815|-35.87437253890| 0.3554|    0.2814| 0.4149|   -1.001| 0.813|   -1.566| 0.743|       |
                        |Gaia DR2 4038916468421428736|270.58854024781| 0.3279|-35.87580118557| 0.3237|    0.3416| 0.3416|   -1.244| 0.663|   -6.280| 0.585|       |
                        |Gaia DR2 4038916468421444864|270.58788106350| 0.7556|-35.87501065302| 0.7211|   -0.7343| 0.6530|   -4.655| 1.528|   -1.210| 1.397|       |
                        |Gaia DR2 4038916468423286912|270.59067069215| 0.7440|-35.87433778227| 0.6966|    4.2148| 0.8555|   -9.939| 1.750|   -5.451| 1.657|       |
                        |Gaia DR2 4038916464119073280|270.59067329520| 0.0952|-35.87308580680| 0.0903|    0.2135| 0.1032|    2.518| 0.188|   -1.391| 0.167|       |
                        |Gaia DR2 4038916468526918912|270.59262056216| 0.3418|-35.87346656900| 0.3200|    1.8883| 0.3743|    0.234| 0.632|   -2.931| 0.555|       |
                        |Gaia DR2 4038916468421373952|270.59440427062| 0.9820|-35.87380006036| 0.9606|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916468421381376|270.59474907868| 0.5329|-35.87101473219| 0.5034|    1.9944| 0.5882|   -1.115| 1.202|   -1.655| 1.153|       |
                        |Gaia DR2 4038916468421377920|270.59503320430| 0.5759|-35.87300447204| 0.5409|    1.2570| 0.6086|   -0.856| 0.950|   -8.984| 0.865|       |
                        |Gaia DR2 4038916468421417600|270.59389084146| 0.4413|-35.87175903670| 0.4072|   -0.1627| 0.4923|   -0.452| 0.843|   -3.851| 0.782|       |
                        |Gaia DR2 4038916468421381632|270.59517286186| 1.8352|-35.87165805352| 1.5230|    0.4411| 2.0612|   -2.068| 3.118|    0.998| 2.604|       |
                        |Gaia DR2 4038916468421382016|270.59577678401| 0.9234|-35.87214096354| 0.9266|    0.5561| 0.6173|   -2.262| 1.881|  -12.496| 1.545|       |
                        |Gaia DR2 4038916464105126656|270.59476361498| 0.0841|-35.87206970503| 0.0786|    0.5185| 0.0933|    0.252| 0.168|    4.615| 0.152|       |
                        |Gaia DR2 4038916468423288960|270.59162153680| 0.5311|-35.87220559670| 0.4975|    0.7265| 0.5674|   -5.726| 1.028|   -8.941| 0.880|       |
                        |Gaia DR2 4038916468421434496|270.59287662477| 0.6622|-35.87180035322| 0.5987|    0.6886| 0.7282|    0.741| 1.278|   -8.077| 1.173|       |
                        |Gaia DR2 4038916468421464064|270.59119484030| 0.3475|-35.87171547988| 0.3278|    0.5447| 0.3750|   -2.200| 0.680|   -4.134| 0.618|       |
                        |Gaia DR2 4038916537140951936|270.59287400937| 0.6748|-35.86967436334| 0.6298|    0.7035| 0.7265|    1.005| 1.273|   -4.823| 1.134|       |
                        |Gaia DR2 4038916468421458432|270.59266130039|19.4910|-35.87073052782|19.0512|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916468526926976|270.59368820017| 0.0897|-35.87028627550| 0.0841|    0.0854| 0.0981|   -1.273| 0.174|   -7.725| 0.155|       |
                        |Gaia DR2 4038916502780838784|270.60542367910| 0.5609|-35.87943504925| 0.5425|    1.9104| 0.8333|   -4.730| 0.957|   -4.829| 0.860|       |
                        |Gaia DR2 4038916502780849536|270.60422189724| 0.9169|-35.87972932859| 0.8462|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916502780849664|270.60407476020| 0.5445|-35.87985158482| 0.5168|   -4.3310| 0.5535|   -0.036| 1.143|   -5.382| 0.975|       |
                        |Gaia DR2 4038916498458262144|270.60334013731| 0.0786|-35.87980271718| 0.0721|    0.4143| 0.0837|   -0.338| 0.143|    0.707| 0.124|       |
                        |Gaia DR2 4038916502780855040|270.60467294384| 0.2737|-35.87865919846| 0.2516|    0.1130| 0.3180|   -2.719| 0.503|   -6.141| 0.455|       |
                        |Gaia DR2 4038916502780837120|270.60652389788| 0.5943|-35.87748208746| 0.5882|   -0.3883| 0.6230|   -5.156| 1.301|   -7.156| 1.175|       |
                        |Gaia DR2 4038916502780888960|270.60562165047| 4.8850|-35.87646165527| 4.2517|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916502780857728|270.60549650474| 0.5904|-35.87825528155| 0.6033|   -0.2743| 0.6093|    0.232| 1.254|   -9.759| 1.082|       |
                        |Gaia DR2 4038916502780870144|270.60549802532| 0.7237|-35.87757509099| 0.7060|    0.2600| 0.7712|   -1.376| 1.501|   -4.809| 1.409|       |
                        |Gaia DR2 4038916502780870016|270.60577732191| 3.9335|-35.87722175081| 3.4265|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916502780901120|270.60299813111| 2.0998|-35.87746331991| 1.9136|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916502886620032|270.60311342453| 0.3842|-35.87756123090| 0.3656|    0.1532| 0.3326|   -4.310| 0.566|   -6.857| 0.539|       |
                        |Gaia DR2 4038916502780884480|270.60345528663| 3.1169|-35.87824220225| 1.9336|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916502886617856|270.60345877399| 0.0764|-35.87852485302| 0.0718|    0.2321| 0.0823|   -2.058| 0.142|   -5.957| 0.124|       |
                        |Gaia DR2 4038916502780888832|270.60536290388| 0.5788|-35.87660703900| 0.5385|    2.7703| 0.6304|   -2.286| 1.065|   -5.104| 0.933|       |
                        |Gaia DR2 4038916498458270336|270.60421265531| 0.0716|-35.87628196398| 0.0682|   -0.1008| 0.0731|   -2.665| 0.135|   -9.517| 0.117|       |
                        |Gaia DR2 4038916502780926336|270.60349903608| 0.7166|-35.87625514707| 0.6724|   -0.7199| 0.7896|    2.590| 1.473|   -1.312| 1.422|       |
                        |Gaia DR2 4038916502780849408|270.60709737756| 0.2079|-35.87728369176| 0.1958|    0.1091| 0.2320|   -2.488| 0.383|   -2.659| 0.337|       |
                        |Gaia DR2 4038916502780850944|270.60752668131| 0.3369|-35.87683770821| 0.3204|   -0.5865| 0.3869|    0.256| 0.715|   -3.236| 0.669|       |
                        |Gaia DR2 4038916502886617088|270.60643780982| 1.1789|-35.87619804211| 0.4036|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916498458275328|270.60695083812| 0.1916|-35.87587956118| 0.1823|    0.0122| 0.2059|    3.624| 0.354|    1.936| 0.311|       |
                        |Gaia DR2 4038916502780878720|270.60608942017| 0.5019|-35.87608061540| 0.4825|    0.6180| 0.5094|   -7.776| 1.230|   -6.644| 1.167|       |
                        |Gaia DR2 4038916502886614784|270.60688315164| 1.6073|-35.87682910905| 1.5665|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916502780892032|270.60724683878| 0.5796|-35.87487430947| 0.5270|    1.2873| 0.6628|   -2.208| 1.095|   -5.119| 1.011|       |
                        |Gaia DR2 4038916502886613888|270.60877558088| 1.1349|-35.87542730977| 1.1147|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916502780858368|270.60830982715| 0.0659|-35.87547046856| 0.0614|    0.0411| 0.0675|   -3.741| 0.121|   -0.954| 0.104|       |
                        |Gaia DR2 4038916502782996608|270.60662084682| 0.3790|-35.87521349559| 0.3690|    1.5503| 0.4248|   -0.581| 0.764|   -7.838| 0.677|       |
                        |Gaia DR2 4038916498478884352|270.60480012599| 0.0943|-35.87477700215| 0.0883|    0.2194| 0.1002|   -0.272| 0.183|   -1.676| 0.162|       |
                        |Gaia DR2 4038916498483164800|270.60777052972| 0.3388|-35.87350712842| 0.3263|    0.1362| 0.4218|   -2.202| 0.557|   -2.687| 0.501|       |
                        |Gaia DR2 4038916502780937472|270.60708879892| 5.6274|-35.87258837937| 2.5370|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916502780926976|270.60645368996| 0.4541|-35.87370757651| 0.4501|    0.5726| 0.4656|   -2.543| 1.038|   -7.184| 0.954|       |
                        |Gaia DR2 4038916502780898560|270.60793490427| 0.3618|-35.87395217974| 0.3459|    0.7445| 0.4358|   -0.579| 0.595|   -2.824| 0.534|       |
                        |Gaia DR2 4038916502780929920|270.60698723092| 0.7436|-35.87309435395| 0.7594|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916502780914560|270.60667669948| 0.2782|-35.87421421028| 0.2624|   -0.6244| 0.3142|    0.308| 0.511|   -3.212| 0.450|       |
                        |Gaia DR2 4038916502780937600|270.60176049306| 0.7123|-35.87717379799| 0.6817|    0.4502| 0.6184|   -2.308| 1.352|   -4.534| 1.248|       |
                        |Gaia DR2 4038916502780956032|270.60150355935| 0.2471|-35.87637260617| 0.2338|   -0.0038| 0.2779|   -0.773| 0.458|   -6.210| 0.405|       |
                        |Gaia DR2 4038916502780952960|270.60357029958| 0.9015|-35.87472180511| 0.8755|   -2.9622| 0.9094|    3.072| 1.939|   -5.135| 1.721|       |
                        |Gaia DR2 4038916502780972928|270.60290862037| 2.7674|-35.87411020252| 3.4864|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916502780973056|270.60321064591| 0.6257|-35.87418307397| 0.6039|   -0.0422| 0.6033|    1.849| 1.257|   -1.414| 1.068|       |
                        |Gaia DR2 4038916502781017600|270.59929521555| 0.3837|-35.87502358298| 0.3624|    0.7072| 0.3911|   -2.507| 0.688|   -4.181| 0.603|       |
                        |Gaia DR2 4038916502886636416|270.59941739114| 0.3842|-35.87550500858| 0.3612|    0.1151| 0.4054|    1.734| 0.735|   -4.819| 0.651|       |
                        |Gaia DR2 4038916502780987008|270.60225769561| 9.4420|-35.87415938436| 8.7227|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916502886636800|270.60168635217| 0.2178|-35.87338510192| 0.2041|   -0.1129| 0.2285|   -3.329| 0.386|   -3.081| 0.338|       |
                        |Gaia DR2 4038916502781029760|270.60133097888| 5.3861|-35.87268423425| 6.5756|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916502780970368|270.60455615372|13.9413|-35.87257682052|11.1570|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916502780970496|270.60434207218| 0.6860|-35.87277591570| 0.6446|   -2.0139| 0.6788|    1.171| 1.269|   -4.634| 1.115|       |
                        |Gaia DR2 4038916502780970240|270.60402289679| 4.1849|-35.87252384557| 4.2108|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916502780970624|270.60468180017|13.4107|-35.87299447693|12.8539|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916502780956544|270.60421377247| 6.7017|-35.87402593724| 6.8659|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916502780974720|270.60539291108| 0.3025|-35.87215556669| 0.2855|    0.4849| 0.3158|    1.615| 0.551|   -4.214| 0.482|       |
                        |Gaia DR2 4038916502780996736|270.60324960453| 0.4925|-35.87282807775| 0.4651|   -0.0583| 0.5453|   -1.755| 0.938|   -4.941| 0.839|       |
                        |Gaia DR2 4038916502781010304|270.60247134886| 0.5395|-35.87274125833| 0.5227|    2.0068| 0.5007|   -3.815| 0.983|   -5.366| 0.892|       |
                        |Gaia DR2 4038916502781010176|270.60203113064| 0.2493|-35.87244983627| 0.2333|   -0.2741| 0.2697|   -1.533| 0.433|   -2.453| 0.381|       |
                        |Gaia DR2 4038916502886634496|270.60333745860| 0.7423|-35.87252788173| 0.6965|    0.3303| 0.7907|    0.242| 1.530|   -3.700| 1.405|       |
                        |Gaia DR2 4038916502780996352|270.60446876343| 0.1676|-35.87178090370| 0.1563|    0.1631| 0.1713|   -4.320| 0.305|   -3.369| 0.263|       |
                        |Gaia DR2 4038916502781001472|270.60436700771|21.1641|-35.87058889565|17.7398|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916502783964160|270.60354085751| 4.6651|-35.87095190239| 4.9166|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916498478887168|270.60447204496| 0.1637|-35.87094931875| 0.1539|    0.0240| 0.1683|   -0.575| 0.296|   -7.285| 0.260|       |
                        |Gaia DR2 4038916502886635520|270.60504095133| 0.9857|-35.87095536971| 0.9885|   -0.1569| 0.8752|    0.321| 1.590|    1.864| 1.496|       |
                        |Gaia DR2 4038916502780856064|270.60931071698| 0.5786|-35.87389108473| 0.5230|    0.9162| 0.6394|   -1.208| 0.964|   -3.605| 0.850|       |
                        |Gaia DR2 4038916502780856192|270.60962281164| 0.5673|-35.87396094925| 0.5365|   -0.7657| 0.7120|   -6.986| 1.753|  -12.182| 1.996|       |
                        |Gaia DR2 4038916502780884608|270.60945660445| 0.5124|-35.87334860741| 0.4949|   -0.4242| 0.5234|   -5.138| 1.024|   -4.726| 0.919|       |
                        |Gaia DR2 4038916502780856320|270.60984489769| 0.3896|-35.87455979385| 0.3519|   -0.7069| 0.4173|   -1.811| 0.693|   -4.910| 0.597|       |
                        |Gaia DR2 4038916502780899328|270.61038273966| 0.6614|-35.87179728724| 0.7212|    2.3176| 0.9011|   -4.849| 1.245|   -0.770| 1.117|       |
                        |Gaia DR2 4038916502780884224|270.61114274547| 0.3713|-35.87193802054| 0.3272|    0.0643| 0.4094|   -1.957| 0.758|  -10.631| 0.736|       |
                        |Gaia DR2 4038916502780942976|270.60843805032| 0.3095|-35.87118445500| 0.2942|    0.1145| 0.3422|   -5.911| 0.614|   -5.961| 0.566|       |
                        |Gaia DR2 4038916502780936832|270.60786505983| 3.3387|-35.87175849502| 3.1059|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916502780936960|270.60805253744| 0.4708|-35.87181231302| 0.4441|   -1.5995| 0.4883|   -3.407| 0.866|   -5.493| 0.756|       |
                        |Gaia DR2 4038916502782998912|270.61013330833| 0.3977|-35.87135934805| 0.3652|   -0.2642| 0.4131|   -3.086| 0.764|   -8.117| 0.646|       |
                        |Gaia DR2 4038916502782998784|270.60985234313| 8.3320|-35.87119578597| 8.2703|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916502782996352|270.61274845254| 0.3975|-35.87006341848| 0.3722|   -0.1762| 0.4139|   -2.298| 0.871|   -7.095| 0.791|       |
                        |Gaia DR2 4038916502782998272|270.61236575713| 1.0138|-35.86952427330| 0.9956|   -0.9446| 0.7433|   -0.187| 2.172|   -1.448| 2.005|       |
                        |Gaia DR2 4038916502783969664|270.61213362918| 7.1984|-35.87106135383| 7.0752|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916502782993536|270.61255569970| 2.0216|-35.87192988113| 1.8651|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916502780864640|270.61451151673| 0.7866|-35.86935282555| 0.7533|   -0.0833| 0.5944|   -4.981| 1.691|   -1.730| 1.552|       |
                        |Gaia DR2 4038916502782995712|270.61315329462| 0.4207|-35.86940882429| 0.3805|   -0.7641| 0.4604|   -4.842| 0.848|   -3.162| 0.761|       |
                        |Gaia DR2 4038916502782995840|270.61346974940|33.9502|-35.86952673703|33.4883|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916502780885888|270.61437387921| 0.2941|-35.86861681129| 0.2725|    0.9234| 0.3222|    0.996| 0.534|   -1.529| 0.464|       |
                        |Gaia DR2 4038916502782995968|270.61387840888| 0.3160|-35.86944154690| 0.2872|   -1.8551| 0.3242|   -3.565| 0.605|   -3.475| 0.516|       |
                        |Gaia DR2 4038916498483171584|270.61420617186| 0.2780|-35.87015609878| 0.2531|   -0.4171| 0.2903|   -0.108| 0.523|   -5.074| 0.446|       |
                        |Gaia DR2 4038916502780886016|270.61466648150| 7.7507|-35.86890441360| 7.7548|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916502780864768|270.61494302073| 0.3993|-35.86946454798| 0.3586|   -0.6176| 0.4530|    1.842| 0.684|    1.574| 0.597|       |
                        |Gaia DR2 4038916502783562240|270.61071551937| 5.2005|-35.86948109831| 4.8918|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916502784249344|270.61189148858| 2.8443|-35.86928149189| 5.2160|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916502783000704|270.61060726457| 0.3238|-35.86994065964| 0.2953|   -0.1912| 0.3383|    1.526| 0.638|    1.162| 0.557|       |
                        |Gaia DR2 4038916502782999808|270.61338557805| 4.8205|-35.86813589987| 6.5709|          |       |         |      |         |      |       |
                        |Gaia DR2 4038916502783000832|270.61236775596| 0.5946|-35.86834124425| 0.6043|    0.0174| 0.7129|   -4.566| 1.197|   -2.527| 1.046|       |
                        |Gaia DR2 4038916502783004160|270.61126066806| 0.7819|-35.86785528692| 0.7188|   -3.8365| 0.8028|  -15.389| 1.592|    2.506| 1.383|       |
                        |Gaia DR2 4038916502782999936|270.61258919276| 1.1733|-35.86879595422| 1.1685|   -0.7243| 0.9993|   -2.469| 1.747|   -5.988| 1.652|       |
                        |Gaia DR2 4038916502780953088|270.61234084080| 0.3059|-35.86722041573| 0.2814|    0.3131| 0.3368|    2.761| 0.559|   -1.305| 0.491|       |
                        |Gaia DR2 4038916502780964864|270.60707360352| 0.9446|-35.87088702239| 0.8206|   -1.6530| 0.9505|   -6.473| 1.588|   -6.706| 1.391|       |
                        |Gaia DR2 4038916502780984064|270.60617179357| 0.7259|-35.87098318786| 0.6873|    0.5281| 0.7094|   -3.283| 1.417|   -6.123| 1.220|       |
                        |Gaia DR2 4038916502780955904|270.60721749991| 0.5405|-35.87149456447| 0.4899|    1.0005| 0.7429|   -2.642| 0.893|   -5.387| 0.811|       |
                        |Gaia DR2 4038916502886628864|270.60767335604| 0.0518|-35.87017051554| 0.0484|    0.1844| 0.0528|   -4.772| 0.099|   -2.459| 0.085|       |
                        |Gaia DR2 4038916502780965120|270.60744875246| 0.2082|-35.87082978349| 0.1974|    0.0862| 0.2222|   -6.267| 0.386|   -6.610| 0.335|       |
